M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,Y.1,Y.2,Y.3,Y.4,Y.5,Y.6,Y.7,Y.8,Y.9,Y.10,Y.11,Y.12,X,Z
-1.501401075,-1.197137729,3.440711218,3.63441641,5.439156666,8.196988511,8.564893111,11.29214277,14.37504392,14.6931133,16.51991722,19.26824957,15.39820506,14.51064436,12.80886022,12.60423417,11.97595596,11.0246061,10.04893476,9.631481126,9.364093012,7.569402442,7.513701001,6.401031154,1,-2.65107012
-1.535373515,-0.62035339,-0.932363812,-1.509812637,-3.310373113,-4.063203484,-4.044123055,-5.26766575,-5.339413341,-6.055559797,-6.070365914,-6.637723778,4.766242255,4.85803742,4.874070994,5.724713986,5.126647751,6.053977834,5.338315703,6.511631886,6.004999774,6.671530066,6.368390591,6.346081575,0,-0.780637087
1.358195934,1.117904367,-0.927741541,-0.366857982,-0.748118636,-0.498913716,-1.385670823,-1.377507036,-2.670906864,-2.939238967,-3.649485537,-3.639300388,11.87841631,11.17426571,10.71969574,11.010199,9.813658323,10.10947358,9.947232118,9.981964561,8.733500861,8.409582644,8.282859958,7.117498379,0,0.914963384
-0.647173163,-1.351594029,-1.051516384,-0.659679191,0.648699809,0.045743879,1.031307004,1.972140984,1.995935297,3.510102533,2.531373286,3.358394878,9.589685212,9.648956063,10.27392932,10.68647516,10.50326618,10.73285053,9.048423892,10.19789385,9.533635659,9.2922311,8.797692801,9.079439125,0,-0.66519944
1.837347717,1.466364295,0.483339008,0.236405966,-1.890863488,-0.32327304,-1.156298678,-2.289505047,-1.577837845,-2.023240602,-2.512066115,-4.21095912,-4.155355122,-3.393060681,-2.682847689,-1.636906444,-0.172490409,0.591560917,1.274380503,2.608078479,2.908552977,3.910297902,4.821455168,6.134993159,1,0.429351589
-0.896430338,0.231543872,1.76886508,6.747565824,7.865255805,11.3891554,13.20705249,16.26992159,17.96068503,19.88948687,24.19153891,24.3908471,8.132070145,6.984875547,6.123669074,6.781700404,5.864521025,6.733508927,6.079779993,6.522840543,5.479944665,5.860376703,5.356424859,5.607904546,1,0.781809877
-0.691438671,1.043408864,2.526991809,3.459904892,2.618697893,5.079080406,6.37320054,8.587289413,8.334548568,9.600722033,10.85100472,11.87232743,12.61179058,11.08982152,11.61878816,10.06800893,10.59508181,9.171616769,9.276891937,9.184680041,7.668424238,8.361633896,6.811605381,6.392123853,1,-0.999502979
-1.585445894,-0.972440814,0.530249112,-1.129021385,-0.646671966,0.840124386,0.847938299,-0.061997453,0.185835737,-0.208778757,0.050642616,0.727914005,0.690453002,0.891211274,1.93098705,2.360134341,3.022483434,3.380212757,3.55820142,4.816025493,4.628147392,5.657889243,5.846731672,6.956525884,0,0.280773989
1.139772969,-1.528034151,-0.488792962,-0.128932006,-1.88858354,-0.949113054,-1.428776112,-1.579041217,-3.289405488,-2.302162116,-2.349667531,-3.229699414,1.53021337,2.33211177,3.37951103,2.91121093,3.38306344,3.7172104,3.563700499,4.243142095,5.046048366,4.728990836,4.879809657,5.648807499,0,1.512436462
-1.658589341,0.775578447,2.172053965,3.052722222,5.011010807,6.646274265,8.820562398,11.47007544,12.28316266,12.61548966,15.34647248,15.76037018,5.709118942,5.355265542,4.832468779,6.286148314,5.474953134,4.452948975,3.881042499,4.564871234,4.394404272,4.869412776,5.503649853,4.193042569,1,-0.239278534
-2.449870469,-0.255879754,0.257782342,3.674950128,4.88864696,8.077459817,9.400293108,12.32576441,11.41375343,16.01441597,16.85422841,17.95678989,5.895397224,7.028925959,6.846248271,5.791431092,6.833893801,6.479103719,7.079998199,7.101659766,6.754213787,7.632613192,7.223688429,7.133353147,1,0.116646148
-0.107702736,-0.422199817,1.52360518,2.081991075,1.964806686,2.714541337,5.562870873,7.43679167,6.793749593,8.696892114,11.27294583,11.15643706,11.11679403,10.29684874,11.31064843,9.880700645,9.733844243,8.129535465,8.985227175,8.653239927,6.989525787,8.020847249,6.935079109,6.57808682,0,0.560787544
0.853759894,0.381485116,-0.286721998,-0.231760877,-0.491187457,-0.19938509,-0.905931573,-1.510670071,-1.603106264,-1.48468061,-2.976113182,-2.219018579,8.250743238,8.826113559,8.734667575,6.966429155,8.710514132,7.833357359,8.527646939,7.735883171,8.113418411,7.757603488,7.665651167,7.750202309,0,-0.332441711
-0.287665592,2.102839338,2.223133441,3.07220682,6.277993235,6.831519615,9.316627249,8.118628225,11.85174897,13.28362082,14.2021941,15.47973756,3.142608287,3.503224077,3.42464529,3.470576564,4.300180051,3.863026348,4.899097069,5.555305523,5.340027412,5.364464193,6.516014665,6.934147188,1,-0.240651331
0.760896365,2.752005704,3.676334788,4.097146347,6.502326315,8.582843404,10.68788904,13.15377449,13.40186341,16.67701617,18.2078563,18.7327031,10.59955816,10.25042412,10.20098922,10.15602302,8.680303728,8.418467955,7.771788144,7.924036078,7.482538344,7.018588182,6.286141366,6.087389643,1,-0.513769854
0.343758281,0.786050704,0.416589945,0.022653129,0.643707549,0.83904544,0.211089614,-0.387985304,-0.629773035,-0.352403135,-0.052489667,0.10459067,11.7414688,10.97373534,10.37162184,10.18993891,9.559908244,9.885405516,9.826011519,9.604571283,9.706033441,9.636139571,8.748792148,7.204706554,0,-0.945896511
0.707499311,-0.164731191,-0.035753811,-1.487768378,-1.882013962,-2.656867202,-1.85687311,-2.685535336,-2.930141606,-2.464863556,-4.016345622,-3.250287788,7.141620085,6.677323487,7.992592833,7.863557307,7.786145839,7.724019277,8.062806689,7.981287081,7.713545585,8.400769607,7.886616339,8.711397705,0,-1.758451391
0.394734158,2.352242327,-0.893727478,-0.655597934,-0.004995781,-2.334610038,-0.696041818,-1.981110267,-2.588820803,-3.102929479,-3.988744793,-3.921739353,3.80307725,4.581533431,4.427934311,4.37902041,4.889710095,5.1198257,5.547336945,5.610885585,6.027698921,6.090539791,6.347099623,7.2357547,0,0.266120627
0.911594362,-0.034082073,1.263753054,2.618170034,4.04482543,4.799547649,7.093570138,7.801600561,7.748722249,8.778985288,10.7888577,10.29012933,12.03907699,11.89687696,10.89986622,10.86904132,10.19371938,10.66160062,8.620741041,9.498096405,7.986206695,7.891011169,7.737863655,7.955695071,1,-1.07827188
-0.059364334,0.771183328,3.453406514,1.683506035,2.773385377,3.833299736,4.948001586,5.689164756,7.474926139,8.031698782,10.7175384,11.60059053,11.64125656,12.80479391,11.49996398,10.57641943,10.38945311,9.40477742,7.661328738,8.322946321,7.566340666,6.425303248,6.217345924,4.810478146,1,-1.44576169
-0.324906902,-1.032965879,-1.173252157,-0.423198752,-1.523116526,0.320249901,-0.415104054,-0.751986566,-0.18210458,0.011262407,0.168639288,-0.216776353,9.483258987,8.824762361,8.748630783,9.403346864,8.12864527,8.569399506,7.748474149,8.472549728,7.222994666,8.31547832,7.759459361,7.152145905,0,-1.475315689
-0.723830962,0.92326903,3.434667979,5.335653434,6.442093845,9.337387613,11.12545817,13.28855991,15.85541935,18.22022894,21.06344479,23.02360324,9.785712791,8.591719969,9.930307957,8.924987651,8.955385682,8.182575002,8.787566232,8.260551401,8.244305484,7.689142264,7.6801654,6.954491655,1,0.178568892
0.628838412,1.487058144,1.992299214,3.064735748,3.56244651,2.702417204,3.130829707,4.487793735,3.724194413,5.129093008,4.668035833,7.028935002,-2.414253074,-2.285401852,-1.378280629,-0.445432468,0.444647249,2.937722885,2.069958108,3.143064219,4.136031291,3.984495105,5.045209209,6.427913779,0,-1.867926675
-1.099798225,-0.914871345,-2.291822364,-2.541846651,-2.380398762,-2.804262277,-3.958389745,-5.030756354,-3.061785538,-4.829609591,-4.213894306,-4.250903656,8.02740279,8.842321861,7.013717326,7.318443207,8.46586413,7.796445708,6.69976946,8.269097431,7.514814089,8.780638356,8.580208247,8.317349123,0,0.833371977
-1.283309124,-0.306461573,2.079329432,3.529861911,4.148397985,5.517265895,6.361586648,8.381135208,9.160474341,11.6860966,13.4310549,13.28387299,16.33903056,14.72624746,12.59639561,13.74755894,12.08342222,11.90889137,12.07114904,11.33044276,10.35917397,11.07103008,9.613334807,8.754826897,1,1.616577305
0.570731429,-0.81634422,1.226553668,2.613555316,3.397851322,4.086164925,4.970614594,6.074971504,5.483204018,6.769417743,6.423837425,7.148641268,11.31755388,10.81533697,10.65793399,10.61487719,9.5534627,9.514334847,8.936110573,8.88627949,8.611141519,7.54897827,6.728652936,7.606337805,1,-0.722620256
-0.986381026,-0.760855749,0.963899161,-0.914527084,-1.562516281,0.046805682,-1.051922124,-2.59724769,-1.098023513,-0.842747578,-1.194796865,-1.172032297,0.941446276,1.510289314,2.941929608,3.916686663,3.11685619,4.338474558,5.71260983,5.390597001,6.507607491,8.169243903,7.926908017,8.321862381,0,-1.28428884
1.616443808,-0.577795113,-0.116150937,-1.663386428,-2.333180187,-3.037579694,-4.503923487,-5.243268409,-5.271677526,-6.549330739,-8.306916644,-9.224794957,6.883281267,7.178012966,6.620437724,7.502210352,7.550522699,6.670630733,7.354515666,6.131424908,5.792346469,5.738737124,6.367272404,7.00986579,0,-0.005918371
0.465792495,0.113245997,1.262737918,2.178911161,2.654739905,1.560136208,3.559931722,2.961809904,3.946130154,4.724440884,4.67868954,6.246787192,-1.237572565,-0.506533848,1.02040895,1.213860103,1.464045828,2.892710062,2.379019649,4.766215502,5.698692186,5.790529772,6.390783429,6.943460619,0,0.204198361
-1.91115956,0.106770959,0.781962837,3.332393626,3.520689678,6.225072528,7.629395397,10.51732311,13.07672298,13.22948131,15.57959516,15.72748444,3.620087181,3.153396205,2.842069141,4.626479653,4.893478808,4.43423374,4.820329572,5.37821032,6.291003837,5.279765064,6.814794498,6.709618895,1,1.999562779
-2.554884175,1.156761437,2.196513929,4.293530913,5.687955114,8.379563521,9.298593318,11.67829398,15.10314846,15.44381783,19.11871611,20.84699863,-3.401676397,-1.716989952,-1.250523433,-1.237492433,0.411675965,0.93781615,2.228798995,3.027018183,3.241520209,4.307584909,5.862814588,5.881619787,1,-1.030052446
-0.203931223,1.492279049,4.391553982,4.962178842,7.715096502,8.098651587,10.15841981,10.90776071,13.34583419,13.99239835,17.56972875,18.52014317,12.38338853,12.41846398,11.32997925,11.11516357,10.58626983,10.56641581,8.941797938,8.28210227,8.077820396,7.169491208,6.716832614,7.026743443,1,0.244824338
-0.610930717,-2.079312188,-0.427291889,-4.033759892,-5.331474665,-6.565219226,-6.190314158,-7.455871477,-7.544009182,-10.20660528,-9.388928003,-9.571347127,8.210550577,7.844059483,8.00247019,8.270850702,7.732344625,8.183972055,8.540330465,7.413738858,7.588318673,6.877132077,6.733469414,7.082001162,0,0.120310645
1.770535841,0.710520937,0.39571979,0.538949893,0.198370833,0.726307711,1.614666404,1.429253309,1.080675159,0.608063126,0.645328813,1.16493552,10.86503576,9.929645575,9.99859272,10.0857171,8.990203058,9.210580087,8.483470069,8.12758347,8.365847852,8.172172158,8.515215496,8.0926469,0,-0.444067533
-1.61682626,0.671490955,2.416449762,3.565764118,5.002761943,7.829517325,8.763184966,10.07024578,12.58682128,14.47641487,17.73391962,19.7932805,11.14566362,9.793886569,9.372353784,9.247941178,9.600755588,8.969029022,9.296014595,8.645611291,7.844765511,7.520046044,8.233479956,7.629556905,1,1.399363726
0.460227113,-0.381507784,1.165185359,1.557003167,1.815035297,2.527598537,2.214176922,4.030243383,3.657496926,4.593260982,4.642387157,5.146706301,14.54042048,13.17848863,12.9177693,13.05848729,12.00452167,11.34648797,11.02176942,11.79022481,10.1343298,8.501777232,9.469952412,9.189920738,1,0.084484982
-2.595603874,0.801576959,2.107211785,4.906868982,6.600579616,9.470098404,12.33680436,12.47567663,15.29337541,18.86121212,20.71818487,23.09420307,5.426064423,5.396196053,5.744496995,5.879933851,5.954546198,6.850069489,7.314677692,7.663226183,7.845722435,8.323397332,7.203630776,7.349387351,1,-0.606165887
-0.992747826,-1.074827281,-2.899306536,-3.214451591,-3.575247506,-4.760411533,-6.248773743,-6.813680147,-8.481852705,-7.750728497,-8.524476378,-10.58213878,7.666336381,8.474444021,7.116293576,7.324210515,6.707922368,7.250629108,6.591700521,6.597644296,7.968638478,7.022124152,6.424197859,7.155374663,0,-0.057239771
1.438883269,2.166044938,-0.278972088,-1.362553109,-0.331985288,0.790337271,0.505180161,-1.279821699,0.081588176,0.017642524,-0.078570183,-1.59863207,3.696996632,3.774820788,4.248211379,4.950727018,5.566196918,5.53062939,5.281284601,4.810912598,5.49092537,6.015808489,6.301571539,6.539682435,0,-1.584759397
-1.651611214,0.68014775,1.5098962,4.127066623,4.753160749,6.894242541,8.540034893,10.14558265,12.34577157,13.00202795,15.24496145,16.28271991,9.660080958,9.487723367,8.416029584,9.050268827,8.704251186,8.829971402,8.406293199,8.346965215,7.939966724,8.306090344,8.216652779,8.091856414,1,1.337461485
-2.893646277,-0.708062467,0.801707085,2.341168785,5.6984708,5.063535045,8.486611788,9.803502762,11.60920401,13.74395892,14.55142945,16.25581025,8.402080416,8.762363474,9.088864108,8.726007235,7.398569396,7.956483306,8.277564753,8.388263036,8.132486088,7.77105028,8.686812793,7.916186765,1,1.584577717
-1.199783923,0.824633757,2.657657363,3.362984865,4.176183457,5.396809251,4.839509927,7.33887048,9.386794675,7.684108299,9.511390956,9.456333944,4.202718639,4.855354379,4.594850827,4.987183435,6.087564279,5.804383494,5.983234615,6.246232988,5.757839519,6.705193518,6.79765819,7.669535045,0,-2.082272477
-0.15846595,0.258670094,2.654846998,2.128631976,3.445417934,5.315085405,5.400761765,6.008342417,8.591673834,9.036209884,9.61767376,11.59911192,4.053334535,4.588779262,6.027919905,5.6049767,6.542019242,6.507339507,6.795410549,7.261396362,7.656702364,8.660587976,8.855192357,8.993225942,1,0.887530586
0.201881122,0.874916281,2.316478604,2.431533961,3.444412866,3.388164034,5.03513635,3.91444351,5.224615214,6.565181862,6.863228682,7.616058683,4.442416341,3.558039064,5.305145966,4.368316164,4.641203668,5.996173101,6.275840369,4.916395165,4.968205408,6.527754811,6.771260122,6.089747498,0,0.002182415
0.592950742,-0.604007869,-0.508487903,-0.882919157,0.383917417,-0.405980107,-1.281009031,0.513240754,-1.129396356,-1.213949776,0.748255736,-0.432858425,7.103675441,7.521539398,6.93052424,7.087401732,8.427515935,8.705074817,8.033612719,8.102642422,8.495425032,8.698774815,9.383808004,9.881185105,0,-0.998604824
0.293060886,1.225365962,0.870891407,0.74912734,-0.119330709,-0.519005628,-0.925599447,-1.343135646,-1.263050504,-0.981219014,-0.690882828,-2.279424366,12.03481334,12.44022733,11.04294044,10.54135513,10.42359952,9.832645188,10.05588675,9.647497127,9.967463394,8.774389621,8.923967082,8.212404549,0,0.514953975
-0.772116365,-0.77798292,0.729978883,2.892811322,2.115206998,4.785689901,4.028793964,6.990339041,6.989522872,6.834081533,9.022477263,10.47039002,4.351243612,3.780889283,4.889739735,5.769817951,6.128468116,5.474169647,5.647488326,6.044031774,7.545157262,6.573314132,7.834180982,7.153124219,0,-0.046716605
-1.796631443,0.029610878,0.382494825,1.684773015,1.367203055,2.887592897,4.164392353,5.260758505,5.252151392,4.726591665,7.019510748,7.373434574,18.70800288,17.85898095,17.49459976,16.08861483,15.74197288,13.18754624,12.56509962,11.92976022,10.35279206,10.05516188,8.917082047,7.836662658,1,-0.398668231
-0.520382454,-1.535154255,1.50860299,0.664609506,2.04145939,2.951163562,2.750184222,3.764091276,6.060155065,7.15005843,8.650916369,7.138917708,9.228460942,7.198980461,8.724676929,8.45515644,8.103522273,8.483436971,7.887225828,7.279340965,8.548105542,7.974268936,8.053776301,7.398558423,0,1.630772756
-1.524610133,-2.198660845,-3.928814214,-3.204194271,-3.825782225,-4.786519773,-5.723131578,-6.676956753,-7.205414646,-6.779237249,-6.716473184,-8.548211941,2.597718319,2.702694857,3.367779122,3.695950358,4.159808409,4.518648764,5.856291499,5.887484698,5.650734931,7.640817804,8.864218257,7.707981284,0,-0.222871002
0.169761351,0.973857239,1.17510045,2.599045455,3.563426994,6.800447176,7.313890581,9.259208601,9.47271633,11.3005366,11.76049094,13.23842738,-5.071605917,-4.752651207,-3.047759528,-2.272784758,-0.743446496,0.199612144,0.743278551,2.399154022,3.149622154,3.95472443,4.495901255,5.807619693,1,1.050498547
-0.649253151,1.030952546,4.94288921,8.120093184,9.973734876,12.11915335,14.47367838,18.38835667,21.9938371,24.41568076,27.03125006,30.5112164,0.869158071,2.304682679,2.257260113,1.709074905,2.51441023,2.036383819,3.134447453,3.890118356,4.294565483,4.306107129,6.042646716,6.466288965,1,-1.08779145
0.387622746,0.132742179,-1.801889927,-0.650590629,-3.673496311,-3.29889175,-6.640139147,-7.589931464,-7.150512972,-8.217342102,-10.28911626,-11.66310882,13.7105591,12.39699588,12.27517376,11.41722438,10.72656801,10.60969484,10.81819493,11.18242991,9.859743588,8.732863294,8.147175978,8.294391841,0,0.213696902
-1.142787985,0.456649572,1.901678851,2.972014259,4.559783649,4.401492435,6.395237679,6.453761318,7.513990185,8.316118748,9.37986036,11.53741412,9.548256506,9.273563898,9.44974702,8.826668388,8.319695591,9.381037029,8.518579841,8.074244198,8.30183261,7.866001604,8.259208126,7.728148524,1,-0.739416328
3.618078921,3.102113489,0.40954754,-0.722302707,-0.951491208,-1.506416765,-1.842294959,-4.214391304,-4.570191864,-5.062553497,-6.600131708,-7.041766554,6.946556417,7.353070942,7.133327518,7.113337784,6.802339957,6.82460517,6.437933382,6.342182854,6.665955547,6.589949554,6.642748666,5.720721091,0,1.494532515
-0.478694898,-0.102559311,1.140423793,3.251205277,3.705488861,3.980369836,5.761183974,6.717750907,7.720423918,7.589485287,9.392438139,9.674015258,21.12857788,19.69203274,18.95627692,17.36037309,15.91262051,14.1679464,14.12239866,12.59586743,10.98221356,9.461825471,8.826201033,6.822535298,1,-0.240791743
-1.369390226,1.420775531,2.103008899,3.458136123,3.714906255,3.781928362,5.928491379,7.706132303,7.930802663,9.567382496,11.1096775,11.09165811,2.493788281,3.199592722,4.152909458,5.232390574,4.812166844,5.069305511,5.616752417,4.958472174,4.890019739,5.535496809,6.960651448,6.995587579,0,0.690918675
-1.00000031,0.614319436,2.838820055,4.349273876,6.393511635,8.200355751,9.262434014,11.59131352,13.27186751,15.9545178,17.3823293,18.33767609,-0.709070675,-1.372461894,-0.051237341,1.190740585,1.944915765,2.847415529,3.702813294,4.191308597,4.049239734,6.345431715,6.231174154,7.262082541,1,-0.771508873
-0.175762203,1.094277311,3.4732293,3.922011262,5.136516441,6.789268209,8.85655435,10.5306532,10.61577486,13.23274887,16.27657271,17.95740167,17.99558237,17.52843191,17.31944119,16.45710644,15.43963416,13.71994194,12.65458528,12.15442623,11.24171367,10.76185501,9.304397625,7.861393315,1,2.603305422
-1.535721485,1.26110843,2.756702516,6.018640461,6.660657556,8.29025906,10.78553563,12.49102937,14.04059898,17.35762784,19.84538516,20.29985624,6.183989198,7.081785707,6.671698526,6.436988271,7.042026091,6.347447002,6.492537382,7.001950612,6.640951952,6.661562638,5.030213742,5.790018061,1,-0.992085294
-0.389643323,2.386733679,3.989819351,5.203067557,7.014070987,9.52997685,9.814186773,13.14818507,15.15454901,15.09263835,18.10979296,19.46513467,5.926066722,5.233766173,6.227239446,5.317769188,6.350702351,6.676310978,6.228579336,6.650016188,6.920517224,7.049049568,7.809690051,7.598189517,1,-1.019095963
-0.324787953,-0.421732854,2.81619646,3.905930475,5.182359914,6.941051062,9.376714758,11.18462253,14.16376295,15.36077497,17.19868804,19.1283038,10.79507483,10.184059,10.33791687,9.311228754,9.625410899,9.581610404,8.959274721,9.415655439,8.725051152,7.958803204,8.191809754,8.634666512,1,0.096342322
0.513732897,-1.445955901,-1.067619032,-0.455159047,-0.988031475,-1.181680156,-2.044732177,-2.998157311,-4.061692668,-4.817132997,-5.212387979,-5.349841467,20.18582456,19.53448309,19.02446991,17.23917415,16.6817073,14.68241121,14.52496621,12.91081514,11.95063647,10.44911185,9.284590484,7.621839352,0,1.507826026
-1.016600176,0.6958052,1.697900681,2.521705259,4.263200889,7.243844078,8.816707696,10.28127442,11.78568055,13.21402958,14.44625159,16.77917527,-0.732584991,0.144027735,1.060560705,1.687785624,1.948322387,2.85328313,2.983670902,3.593520703,5.636998022,5.42818284,7.039852675,6.859788148,1,-1.590022287
0.019490755,-1.213801083,-0.214712911,1.63982309,2.274472199,2.964702607,3.499980164,5.843917774,6.369135251,6.345731449,8.271372403,8.328487584,-3.84663029,-2.952467298,-1.142003005,-0.380319395,-0.247963697,0.766745257,1.707421396,2.511715344,3.49832216,4.603718266,5.536621097,6.475076694,1,0.958481527
0.527984943,1.162662328,-0.717092118,-1.547224563,-2.107818818,-2.337372431,-4.833287713,-3.645039891,-5.322606204,-5.510131223,-8.041680883,-7.157613654,-7.176873952,-5.38637153,-4.833830072,-2.748467759,-0.561352135,0.470459986,1.766307685,3.105324084,3.293498272,4.711051447,6.164398046,9.280039861,0,-0.516263003
-2.434464149,-0.610394008,2.113966539,4.124941554,5.639637941,6.162993708,9.598370092,11.48854726,14.52697241,15.52692394,16.02027119,19.13220231,2.294729368,2.673893178,2.987701834,3.262312722,4.20204705,3.84847144,4.884683029,5.375386631,6.220132986,5.970262306,6.182511236,7.087893055,1,1.77454494
-0.892398184,1.182835153,2.759774912,5.995300502,7.533350192,10.43012872,11.84410699,13.97374784,16.49814893,18.92827505,21.38668944,22.9629307,8.034281579,7.389016773,7.801680777,7.032387878,7.924328816,6.190217886,6.222354333,6.702230894,7.431690883,6.644759374,5.678436376,6.563723056,1,-0.439654319
1.267925402,0.186340687,1.132535106,1.427885807,2.791230009,2.151224224,3.88725796,5.937287487,5.765459028,6.79213822,6.565145034,7.871926493,-5.760125669,-4.124242387,-3.549323785,-2.83075431,-1.775590283,-1.136312607,-0.451153603,0.409860212,2.02648253,2.810736508,4.215004355,3.880316188,0,0.667869224
-3.48266778,0.757043544,3.423687609,5.563090992,10.73701791,13.67515522,15.66844156,20.07322658,20.71978709,25.07038493,27.69425616,30.86261374,3.196657181,3.341382221,4.327469636,3.223849343,4.400670521,4.927770879,5.396029223,5.224944176,4.975576689,6.148534786,6.151639257,5.955151636,1,0.613452527
