M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,Y.1,Y.2,Y.3,Y.4,Y.5,Y.6,Y.7,Y.8,Y.9,Y.10,Y.11,Y.12,X,Z
-1.915283636,1.355962434,3.470604669,3.334706219,5.318919633,6.801785823,9.134485921,11.85605049,13.39767751,13.69553608,16.05667219,17.90309756,3.27086628,3.140613452,4.217336885,3.990929461,3.904880648,4.147036513,4.950317628,4.359371064,6.021828825,4.898973755,4.990603364,5.829088284,1,-2.5262888
0.050836273,1.507972458,1.828197006,4.358357603,6.21419682,7.453353697,8.836152283,11.07032931,11.93645714,12.45443824,14.42544115,16.69578282,0.673374145,2.470176645,2.712928012,2.766119803,2.356352341,3.859274595,3.825316188,4.044461084,5.033152898,6.459448358,6.169787899,6.26114127,1,0.385676507
-0.961311787,0.413476492,1.291332938,3.230795456,3.359362215,4.881476025,7.819057169,8.131350291,7.761894922,11.27083459,11.28613706,12.81279084,17.63462426,16.86494332,16.32756228,15.39461933,14.07654117,13.53412414,12.26874644,11.8295544,9.97454454,10.36494741,8.108037799,6.845123385,0,-1.797441795
-0.849415075,-0.54636426,2.627524018,4.29286696,4.981161193,7.299624497,9.486106438,10.52913688,13.14301241,14.81689505,15.48592631,17.94351762,15.66796772,15.36231846,13.72016359,12.38879146,11.37108379,10.99041444,10.57974427,10.11870074,9.193469299,8.818359413,6.822858717,6.338767815,1,-0.318618674
-0.876760407,0.016793933,-0.146776179,-0.882435339,-1.432666669,-0.994203111,-1.70258332,-2.570134077,-2.454415158,-2.960822294,-3.166119707,-3.328927785,10.96247438,10.08435846,10.25051054,9.321937098,8.721910586,8.368301497,7.936048181,8.063544631,7.019803408,7.138061907,5.745447246,6.808761072,0,0.462893597
-2.999745116,1.004723024,1.466454295,1.758888007,5.051435025,6.599534491,6.596450654,7.368750062,9.444065606,9.793445064,11.15365264,12.1596081,5.617722721,4.983044273,5.198015565,5.288009149,6.219010433,5.175924718,6.073191103,6.015934646,5.48075199,6.623157021,6.662426582,5.652454714,1,0.240635972
-1.930976496,0.084251885,3.152388043,5.209852248,7.48090734,8.910030682,12.2456864,14.22468926,17.74958045,19.36346282,21.39820735,23.8065784,2.709178792,3.552497294,4.3847432,4.860826562,4.199601024,4.950884608,6.136324057,5.906567289,6.41196282,5.747254539,6.385416023,7.42960237,1,-0.551227546
1.003608467,0.235562856,0.123690706,-1.011946119,-1.643122704,-3.338281514,-3.47023935,-4.044597954,-5.723535194,-6.097225823,-7.052729196,-7.860023228,-3.762592866,-2.281519833,-0.661478899,-0.48394445,1.263925371,1.627720791,2.075904829,2.618684753,5.978118001,5.176025061,6.996019292,7.524110296,0,0.985989324
1.483068613,0.917144818,-0.712277773,-2.666184436,-1.196311224,-4.459937084,-3.796450509,-6.226573765,-6.604163314,-8.324385933,-7.806176387,-10.85773378,11.62230271,11.25431255,11.01000772,10.80360232,10.23478018,9.575704109,9.210726907,9.644871865,8.34774023,7.643044614,8.402520639,7.214465124,0,0.303931114
-1.558764022,0.793171605,4.51240905,4.951617203,6.722416495,7.416260759,10.26280245,11.77547427,14.88668416,15.77848314,18.844552,19.99415483,10.60401501,10.63039329,10.16727615,10.35094693,9.377016496,8.330394345,9.146355214,8.909031974,8.862426319,8.057818331,8.12799765,6.354525932,1,1.112117078
-0.300392972,0.526447515,0.046294797,-0.024401096,0.488044182,0.599645987,0.913918922,0.141235013,0.517294274,0.07249921,0.404459825,0.713450675,12.24403983,11.43253178,11.17964841,9.980627415,10.88288015,8.634253451,9.435436425,8.635787642,7.59380365,7.379596636,8.011799686,6.677130851,0,-1.465596544
0.748146574,1.019012252,1.321321322,-0.620692544,0.411395094,-1.195690487,-0.515579923,-2.329313099,-1.710552239,-3.317616384,-2.077344657,-2.764559707,-7.09332572,-5.972531588,-4.946581837,-3.923563395,-2.140068487,-0.410791161,0.376856715,1.272820415,1.63879871,3.32010243,5.713093919,6.303036648,0,-1.453253653
-0.966527494,1.515647947,4.34476818,7.357151346,8.013727386,10.09695029,13.17199557,15.12662633,16.89435795,20.35361489,22.59409945,26.50077057,9.610880202,9.795138554,9.342843406,8.550957994,8.700705424,8.575768619,8.317512777,7.1596018,6.798824818,7.114567903,6.297488507,4.732216411,1,0.145460662
-1.322748511,-0.817809528,0.422009284,3.29837812,4.782392755,6.198295952,7.501702968,10.18193511,10.98761628,12.91595842,13.43901337,14.58338763,8.01201967,8.600864526,8.036967554,8.951592214,7.525746097,8.192524738,8.077673064,8.597970781,8.27495103,7.663148781,7.940772563,8.272752887,1,1.653114905
-0.934669621,-1.470466376,-0.488648333,0.004353592,-0.28423099,1.636581209,3.081114174,2.575724662,1.973684725,2.895508195,3.912942128,2.706576036,7.334082649,7.178317507,7.692837062,7.574328933,7.972450024,7.279372567,7.821432125,7.97484765,7.5727445,8.422997719,8.528214634,8.279744755,0,-1.174343512
-2.275791187,0.926597019,2.772994002,4.972967853,8.619369475,9.738269696,11.99775132,14.6426975,16.64718024,18.31991974,20.55411722,22.83272215,13.44032756,13.36405207,12.83243901,11.11096772,11.12735366,11.32311244,10.29078646,9.058232037,9.691370847,8.891200535,6.532145518,7.001555157,1,0.493510399
-2.678643034,-0.575632022,-0.02663864,2.008600934,1.21928626,4.619297388,5.789279668,7.077665873,6.42054816,8.323134644,10.20276615,11.00784816,-7.727793204,-6.715225766,-5.148993025,-3.699513114,-1.981345584,-1.051615838,0.578241125,2.311967108,3.579121365,5.024479116,6.784725873,8.112147267,1,0.083571117
-3.404950013,-1.303864313,3.084212148,5.907725987,10.62856884,10.99753602,16.24705621,19.2295176,22.30076668,24.80516409,28.11060843,32.46010292,14.90792108,15.33759496,12.8489665,13.26461654,12.58629738,11.01750758,10.6957015,9.822626437,8.955925246,8.285341004,7.550867406,7.029319978,1,-0.596969576
0.760940057,-0.780865997,0.40491196,0.585747328,1.311091057,-0.064324112,2.803403829,1.418359698,1.159353122,0.991955923,1.194856451,1.990993391,3.16874344,3.945541918,4.971488515,4.530588387,5.005033747,5.949534416,5.451548716,7.077877827,6.360943974,8.031260316,7.999096211,9.02557192,0,-0.861308968
-1.924789124,0.510464729,3.189114079,3.22539742,6.67778422,7.595101256,9.199002474,11.05011413,12.10323708,15.81345704,16.34993899,18.94319425,16.38395993,15.3671611,15.12218042,13.81511015,11.86788525,11.04591425,10.40479695,9.045118716,8.710159365,8.605720685,7.597252598,6.204630756,1,2.012651478
3.318661154,1.75004755,-0.97162488,-0.653119336,-3.559312103,-3.726509284,-5.216743705,-5.659786147,-7.745293368,-8.193886831,-11.51165439,-12.64009048,3.010697989,3.430529855,3.594135917,4.127874262,4.545536618,4.907084727,5.164730231,6.950329218,6.906293558,7.146879628,7.94213874,8.450851827,0,0.162613378
0.287748272,0.709401368,2.199204827,2.195677467,2.509862234,4.195688701,4.054483126,5.249786879,6.7830435,6.124967,6.874228219,7.637005752,11.45254157,10.54799448,9.120342768,9.962988285,8.896805794,9.889207201,8.727596718,8.865782031,8.284078827,7.451644426,7.455137658,5.900467795,0,1.486070348
-0.953753129,-0.030303733,-0.58124403,0.101424518,-0.710433422,0.887071284,0.06256666,0.943758485,2.34312718,1.102165024,2.395322095,1.475977319,3.467406586,3.912797521,3.78442145,4.353087201,4.61765673,5.196941554,6.15344244,4.875369409,7.462704066,7.350656344,7.549317116,7.087286332,0,-0.416392295
0.013083211,1.378343064,4.165692953,3.652326051,6.585095108,8.123261583,9.71322071,11.92467442,15.85244934,16.3287036,17.81816698,20.05018268,10.09646317,9.372194794,9.664710715,8.692308873,8.7483133,7.520176213,7.465525996,6.445549199,7.053246938,5.260041412,5.16432379,4.695253519,1,1.481493095
-1.844580534,2.594617179,1.875765815,3.041009091,4.206623176,7.282094774,6.906768303,9.67720215,11.63750334,12.04964595,13.36971805,14.9216652,8.878767066,10.00578277,9.302991683,8.615085917,8.662858368,8.092063045,8.416888738,8.620703934,8.074473967,8.877118465,7.37849521,7.208538562,1,-0.950562008
-1.883042049,0.708209925,3.18918236,5.509566099,7.428689117,10.15366522,12.15507885,13.59481986,16.94960252,18.42850181,19.57299985,22.59883281,9.00906274,9.949190982,10.06664949,9.187639372,9.180386864,8.050522739,8.968431207,7.911992999,6.916769104,6.764934632,6.617992666,6.444831568,1,-1.586811865
0.517717154,0.977833627,-0.70330818,0.451485621,-0.952417069,-0.406194625,0.284276754,-1.847361593,-0.251431485,-0.174561117,0.380072989,-1.405393348,6.241897535,6.699675243,7.001969958,6.95237144,6.224020613,6.726354679,6.569071171,6.886621466,6.919570416,7.243250229,5.961817677,6.695240844,0,0.550575532
-0.053313401,0.803392667,0.869767822,-1.734969878,-2.134459896,-3.627131171,-4.101758368,-3.896729204,-4.766817345,-6.907308944,-7.914560723,-8.726520801,9.469056466,9.134530067,8.80355932,9.073804333,8.93000107,8.708567777,8.100945501,7.530037927,7.251303948,7.08829009,7.3670036,7.63897741,0,-1.62738956
-2.117183302,-0.439167433,-0.585626874,1.349699689,2.719511328,2.839872815,3.77944862,3.580863211,4.091131495,5.896341486,7.095701301,5.609883869,7.019507218,7.587575526,8.213686932,7.888838454,7.345125435,7.826461293,6.937954055,7.182707664,6.962667779,7.303947359,6.472687457,8.176658168,0,-0.442914566
0.423714056,0.193922948,0.264286298,1.806657282,1.790076554,3.417997424,3.884262778,5.569805143,5.807970855,6.743725284,8.636144786,9.23060827,3.361430713,3.179081499,4.577383218,4.500131294,4.438400951,4.905460257,5.962331731,5.994275673,5.138293967,6.727642361,6.530856348,6.284175608,1,-1.104687601
-1.027332585,0.360898945,0.922989342,2.417298682,1.945803464,1.849548927,3.082864617,4.500861185,4.687378678,6.953916471,5.545105404,6.910349764,9.937560111,8.920599488,9.433489969,8.984457874,8.011525361,8.091878282,7.61211426,7.626549638,7.278064353,6.988308791,6.534581875,7.048230241,0,-0.418216852
-1.608650625,-0.612216554,1.391919068,3.812320872,5.571868251,8.641710063,8.5535467,9.351807422,12.29645428,13.08315619,15.45779086,17.16957305,7.375597639,6.532514146,5.911938244,6.469289978,7.277425953,7.517945561,7.244403583,8.4922967,8.565622905,7.38949487,7.848177761,7.99292208,1,-0.99530403
-0.20565154,0.382981489,-0.096169185,-1.202757524,-1.6119582,-1.929663336,-2.54460559,-3.161818571,-4.064467092,-4.528134878,-5.516263347,-6.086520039,5.116101405,5.296616691,5.23068474,4.691707349,6.112124913,6.255669304,5.987287903,5.580159283,5.182588918,6.24373372,6.399289558,7.764739829,0,2.043970997
0.059904881,-0.802132188,0.97740047,1.394864799,1.203570898,-0.040966288,0.727808389,-0.347766241,1.179351707,1.467142168,0.762961916,2.000008288,1.226416777,2.134486738,3.31905668,3.694909249,2.85935871,4.093352247,5.314891972,5.57162027,6.29386199,7.086417624,7.746234163,7.961614074,0,-0.126169193
1.453787256,0.787016634,0.874872491,-1.047950615,-0.245695686,0.257536623,-0.672538959,-0.567930323,-1.018447363,-1.741053717,-1.980428242,-2.174496538,9.91805482,9.586798252,9.269879153,9.279527538,8.48680765,8.062044356,8.554505053,8.39922956,8.798700228,8.249117502,7.002245586,6.444761335,0,-0.508849499
-1.637007779,0.748627903,1.242554395,3.216482837,4.00191263,5.662390232,6.951378524,7.02632333,8.77472023,9.578724681,11.50148488,12.35369866,13.75557624,13.01549465,12.0197725,11.83536545,10.9217212,9.599867458,10.2128966,9.647933994,8.288709389,6.996673128,7.283226542,6.745914216,1,0.332056235
1.356817301,-0.133317589,-1.872434055,-2.498025977,-2.942488528,-2.194941678,-2.690414831,-3.898284237,-4.750678286,-5.750020843,-5.820954167,-7.592148681,11.6001897,9.802126425,10.67478795,9.588243683,10.01394954,9.477125955,9.74220403,9.517215647,8.96515738,9.313034607,10.06337033,7.776347637,0,1.164102839
-2.620146771,0.100597426,2.175159932,4.009943733,6.305280656,7.805735423,8.255741405,9.380469557,11.18303063,13.55134471,16.6283105,16.84490304,15.10400989,14.29352526,14.18118824,13.17318989,11.87951782,11.99706862,10.58628976,9.727161406,9.664656636,9.178994282,8.064476293,7.347421931,1,0.045094107
3.033431493,0.7823387,1.235589516,1.511772721,-0.073023327,0.045352802,0.603044981,-0.537629812,-1.57982067,-1.565220018,-0.841029379,-0.597798049,2.232850806,2.371781137,2.830699412,3.697293117,3.962582096,3.718283499,4.323275108,4.622526209,6.481753931,7.606305686,7.497258406,7.568035351,0,-0.005247516
-1.483101584,0.085703905,1.732822624,3.528215241,6.432463864,7.255687419,8.774620146,10.2233709,12.86790856,14.03692178,15.79780655,16.76472069,6.348217459,7.000491125,7.026780104,6.91732764,6.931876532,6.750175761,6.534959602,7.068481592,6.307803817,7.31004988,7.340235711,7.502603542,1,1.33834177
-1.093644789,-0.486149322,2.91333106,4.545292415,5.929726272,9.132537642,11.31168079,13.91187407,15.39340115,16.39001615,19.17044718,22.0289335,3.332552615,3.841319902,3.958654557,5.375723667,5.2804183,4.227376643,6.192610602,6.038132687,6.329884547,7.195823711,6.858580117,6.736634584,1,2.228040015
0.45750696,1.140826173,3.442188011,5.143884991,7.17475017,10.48556736,12.20362628,14.12353223,16.22367982,19.46712136,19.72738839,22.48331924,11.38308476,10.22836236,9.764297997,9.459105918,8.84014656,8.852849736,8.636406976,7.726657026,7.886736554,7.756724124,6.821858226,6.441426442,1,1.078172581
-0.618765899,0.099394263,2.212688216,5.543509939,6.253061626,8.227449937,11.14895807,12.59254418,14.5680346,16.80925315,18.42889212,21.17099738,-1.962976206,-1.178569648,0.736113758,1.143804501,1.811466657,2.011956512,3.257313575,3.910063945,4.753900949,5.34649254,5.490905821,7.017207326,1,-0.394570884
-0.65929768,0.394727104,-0.578859937,0.73017026,1.098008493,2.115653223,1.282499119,1.784426917,3.573730129,4.098127013,4.468022393,3.981548608,5.248596652,5.679488303,5.474622904,5.735438122,6.403343349,6.9560479,7.460931034,6.671579337,6.869494943,6.985597845,8.095897813,6.155401343,0,0.80710805
1.084751807,-1.30299305,-0.542013484,-2.945169979,-3.094510619,-4.176173092,-4.794559932,-6.358125364,-6.28693728,-6.991550474,-6.836917531,-10.36126534,6.855687798,7.223959187,7.275274612,8.400562202,7.597304523,7.347951374,7.172926923,7.632740922,7.440782707,7.801344273,7.425995538,7.680524472,0,-0.436429632
1.052582304,-0.379548193,0.845595209,0.852051937,-0.798608304,-0.673980944,-0.983633371,0.138598711,-0.942000962,-0.152760423,-0.152044273,-0.916099794,3.816156677,3.982269912,4.823260572,5.442425475,4.741217591,6.198631975,6.08836505,7.256627917,6.978068922,7.424261514,7.788873352,8.452915738,0,1.270687091
-0.298962176,0.783065675,1.998324846,1.268934623,1.649068391,3.233789773,4.248060579,4.246120184,5.249217994,6.703782182,6.486822581,8.136719039,10.79751154,11.18045511,10.81354819,10.35729066,10.4144558,10.51281924,10.01543456,8.649601405,9.934182085,9.048354509,9.041237735,8.287436458,0,0.181030963
-0.604348802,-0.638610293,2.034155426,6.17282933,9.405872615,11.47333434,13.33554196,15.69205375,18.90918009,23.06166885,25.17146482,26.75045495,6.342441903,6.414794654,6.431112303,6.73524436,6.607071733,6.525571914,6.117901051,6.988601668,6.474343774,6.412323053,6.965561896,6.491619523,1,-0.585929169
-1.057939739,-1.812241355,2.368945264,4.099621556,4.765887777,5.225756093,7.124732145,8.211954121,9.371444232,10.86831667,10.3017605,12.31785031,6.467292637,5.82695865,5.399164555,5.372872678,4.815707285,6.316805516,6.408024012,6.55343849,6.33600377,5.799182178,6.23501188,6.124143915,1,0.5007101
-2.420756587,-2.03837298,0.976628629,0.868106122,1.464310617,3.100174111,3.567686057,5.116142948,4.602597503,5.206795169,5.387511748,6.523666884,6.097985835,6.635829026,7.26434143,7.358286593,6.926730021,7.380303116,7.337061251,8.080831844,6.935653766,7.483826518,8.920577138,8.162482322,0,-0.670970458
-1.824280734,0.540735328,1.516275577,2.584268494,3.746332689,6.164957612,6.165723182,7.300461675,7.862082424,9.707792322,10.86407253,11.82039641,14.46588641,13.70759038,12.97739907,12.02213771,12.21774461,11.06695887,10.34468757,10.40261988,10.30763736,8.340351622,8.895281038,7.062754684,0,1.322612134
-1.552690732,-0.216102024,0.494578695,3.390377756,3.661923169,6.322869675,7.654800386,8.696840505,9.638359667,11.87303649,11.70869588,14.87385572,6.758100281,6.647175337,7.184847341,6.662081382,7.177732715,7.36271025,7.070084608,7.094719007,6.846952436,7.977579487,8.315947348,6.779239422,1,-1.574574686
0.576706312,0.38677906,0.183835081,1.039599848,2.612556268,1.86155957,1.548205646,1.943015824,2.170692238,1.293156782,3.209670963,2.523945179,4.594194384,4.218884839,4.313762756,4.349523611,4.939179926,5.338323071,6.238350982,4.46431091,5.490181076,6.61795962,5.745454414,6.171948445,0,1.001297422
-0.665156738,1.096936917,0.504527989,2.375695828,2.986558575,3.772003242,6.000285634,6.530575014,6.59167789,9.413589102,9.445498528,9.487268086,-8.472048809,-7.811417336,-5.461377277,-5.297726544,-2.634760403,-1.682002537,-0.150372016,2.449537093,2.840769247,5.092588611,6.093825017,7.465736828,1,2.143479827
-1.316012298,-0.980152962,0.850938892,1.134091413,1.868972214,1.723428192,2.172091014,3.106611424,4.04510416,4.408211095,5.62786226,6.262538766,2.144843893,2.655700679,4.162795012,3.88827133,3.822983624,4.093646131,4.408508478,4.776833827,5.725313294,5.235320911,5.600623322,6.702343459,0,0.753966982
0.558687082,1.47624979,0.499220455,2.003257463,2.399741633,3.574614176,3.949617083,2.23426482,1.986413585,3.85987196,4.822333419,6.388282958,1.148087796,1.405295324,3.394128123,3.186861476,4.194515614,3.886493545,4.374439611,6.305454926,5.754775486,6.418071603,7.135211982,8.197511597,0,0.613173849
-2.1977683,-0.811189326,-0.696540756,-0.347054529,-0.427027182,2.096159857,0.256000778,1.03496618,0.704669232,2.24992031,2.392805447,2.817530647,18.54166951,17.11389989,15.67661656,16.54821606,14.17915564,14.07890668,13.36841874,12.24391911,12.18156281,11.07991607,10.09427372,8.050744992,0,0.561084625
-1.906731663,1.532623653,1.679009636,5.459472365,6.667188473,8.689129264,10.71616164,13.12812804,16.17739038,16.57854981,18.7134322,20.35706641,17.66459236,16.32009383,15.43183987,13.07418012,12.15506626,12.17774405,10.82123715,9.742825384,7.638372922,7.681549182,6.585642851,5.308431529,1,-1.199974409
-1.100261189,-0.222314846,2.28805679,3.282474833,3.422686979,4.522515953,5.405505896,6.477804514,5.280310493,6.950741565,9.529682348,9.07745447,13.25394583,12.55993156,11.44901262,11.17554396,9.681479696,9.822452543,9.94229497,9.219476067,8.588210369,8.418648869,7.159948282,6.089064268,0,0.06982734
-0.564219279,-1.027709377,-1.126851632,-4.241424633,-1.724403576,-3.260062156,-4.644521116,-5.225545694,-4.216657776,-4.623126517,-5.30425574,-6.812187242,8.294336507,8.090323862,7.082765066,8.392886685,7.9200361,7.024929642,7.372683494,7.490367438,7.331240843,8.263302716,7.406911254,7.246761355,0,0.083289417
-1.852948384,-2.213742688,-1.512742734,-1.836845256,-0.829196398,0.585819853,-2.25558051,0.426203691,-1.1214429,-1.355324006,-1.014682475,-0.753070685,12.94301557,11.10746622,11.4484406,11.31743508,9.670838822,10.22181354,10.18691066,10.02230296,9.113381855,8.792943705,9.029077623,8.927556264,0,-0.262393634
-0.416918826,0.298846545,-2.06923371,-2.945190621,-3.211162301,-4.743483644,-6.469605717,-6.64594609,-7.350457288,-8.868889365,-10.84838317,-10.21443361,6.594649804,5.512164767,6.531635378,6.858716331,6.47000272,7.007157716,7.554288854,7.576166586,7.315339943,6.891655289,6.809956169,6.803676333,0,0.482629493
-1.343676722,-0.48770852,1.527500056,4.716720043,6.311767239,7.632661011,9.086579714,10.93663335,13.52365263,14.32159061,16.57498303,18.87328054,0.577192885,2.143138217,2.491055272,1.665502726,3.138787313,4.229145444,4.345292961,4.787559065,5.260207437,5.52836978,6.078518533,6.609526204,1,1.304460329
0.300474701,-0.145057644,-0.505963278,-0.919600339,-0.947830902,-1.940836493,-1.947566216,-2.546653585,-2.857415535,-3.085684187,-4.593445846,-2.637003727,9.816230305,9.113406021,8.102206269,8.444530678,8.426754222,8.563433948,8.755916732,8.999480063,8.28304334,8.563025551,8.53144323,8.585184755,0,0.784557436
-1.340034452,1.115393523,1.730983282,0.248601749,1.182218745,1.674776013,2.055758095,3.792688296,5.152944976,3.864123914,4.621960956,5.844686198,1.31548432,2.868321277,2.69759686,2.987267856,4.748029433,4.370569959,4.871909194,4.026458549,5.061173784,5.424863973,5.452790053,6.848094405,0,-1.24503157
2.25390933,-0.550875969,-1.537720133,-2.411124037,-3.880552595,-4.225342136,-6.497356086,-7.63523743,-8.074189692,-10.12723702,-11.83392398,-12.14961808,2.552405602,3.146604602,3.614017009,4.617249831,4.419060553,4.108427766,5.829497538,4.879615334,5.471240087,5.295879146,5.854028634,6.367362349,0,-1.576582353
-1.179816198,0.567844718,2.235489502,5.006895343,7.349653394,10.20997171,11.95347929,13.65566734,14.34558985,16.40142787,17.98148753,20.9784087,10.43656517,10.40763717,9.237596254,9.326170985,9.672364765,9.212427245,8.650785718,7.632387239,7.340462633,7.289241628,6.739059948,5.497026631,1,0.348662373
-0.238013339,1.460254426,2.597242383,6.069692786,8.437418007,10.97806565,13.42963691,16.12115572,18.7932783,20.20022825,22.49673094,23.25896989,-4.960831957,-3.393802947,-2.624983574,-2.215141762,-1.958615053,-0.370588175,0.735490192,2.175974054,2.323251192,3.914109581,5.344454741,5.169313981,1,-1.688961586
-1.767957237,-0.6155146,-0.20328869,-0.463048532,-1.111000358,-0.941256048,-0.874018443,-0.264651833,0.46207152,-0.783801218,0.993640518,0.718247928,7.464711449,7.68676301,7.425733346,7.095454266,7.312818518,7.508718959,7.610758655,7.826799436,6.659406178,8.532423868,7.470254459,8.224442408,0,0.345678681
-1.809607422,1.422520805,4.865964766,5.248160755,8.291239975,11.0171468,14.86675554,16.64101807,19.1789144,23.07115184,24.83187036,29.07816971,6.907319514,7.064180446,7.666553909,6.506347183,6.698743125,7.062303373,6.311477229,7.11223241,5.908698959,6.487200537,5.746091825,5.98123731,1,0.317414919
-0.754459567,-0.815952842,0.391637239,-0.101221699,3.746049715,4.646579648,5.354484583,5.030719591,7.666814534,7.892475949,8.649174463,9.458609734,4.410263494,5.322396021,4.674446468,5.225750469,4.991125978,4.407056648,6.36403979,6.305272121,6.952862467,7.105792463,6.892385715,6.434281112,0,0.304382825
-1.139723313,-0.079478975,-0.167468106,1.590187696,-1.102620135,3.097797954,2.700564441,2.645794615,3.043453059,3.457357645,3.670954726,4.775977796,7.649901233,7.962107838,6.966778255,6.364101281,6.785512265,6.711336111,7.810603586,6.143083619,7.629938482,8.08673688,6.831069573,8.060598496,0,0.549563196
-1.435701957,-1.28174604,3.224247111,4.108526935,7.342863147,10.03036973,12.786394,14.00228,18.66600966,19.39985145,20.93000907,23.11170685,7.759199447,6.330269629,7.07145245,6.394501821,6.950759546,6.623290047,6.847778453,6.250873679,7.193554733,6.682000878,6.411486069,7.225676129,1,1.033636943
-0.327226678,-0.255333595,-0.730963892,0.410127334,-0.88557399,-2.508735234,-0.785291379,-2.742822426,-2.389334987,-1.794635742,-1.276056614,-3.38357661,11.88799184,11.72813555,12.09082445,11.72929681,10.44154349,10.03274887,9.790593532,9.457345625,9.324553272,8.545824255,7.707094848,7.838652714,0,-0.103938602
